03/06/21 14:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
06, 15:53, SW13, 16, A Few Clouds, FEW046, 18.9, 10.6, 20.6, 16.1, 59%, NA, NA, 76.05, 1013.9, , , 
---
Minute since start, Events per minute
1, 88
2, 85
3, 80
4, 90
5, 82
6, 80
7, 89
8, 80
9, 94
10, 73
11, 87
12, 82
13, 86
14, 70
15, 82
16, 89
17, 102
18, 93
19, 66
20, 85
21, 89
22, 106
23, 93
24, 93
25, 86
26, 80
27, 76
28, 92
29, 70
30, 80
31, 70
32, 70
33, 81
34, 74
35, 83
36, 79
37, 88
38, 85
39, 92
40, 83
41, 74
42, 74
43, 87
44, 80
45, 85
46, 94
47, 110
48, 72
49, 80
50, 91
51, 86
52, 95
53, 85
54, 81
55, 84
56, 90
57, 89
58, 92
59, 84
60, 89
