03/14/21 19:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
14, 20:53, W8, 16, Mostly Cloudy, SCT040BKN160, 10.6, 5, , , 69%, NA, NA, 76.5, 1019.9, , , 
---
Minute since start, Events per minute
1, 82
2, 85
3, 95
4, 87
5, 108
6, 80
7, 82
8, 84
9, 86
10, 79
11, 86
12, 79
13, 104
14, 87
15, 66
16, 92
17, 74
18, 84
19, 77
20, 92
21, 73
22, 78
23, 83
24, 99
25, 85
26, 88
27, 88
28, 71
29, 74
30, 87
31, 74
32, 75
33, 102
34, 90
35, 77
36, 88
37, 77
38, 75
39, 74
40, 83
41, 83
42, 79
43, 108
44, 81
45, 75
46, 69
47, 87
48, 103
49, 91
50, 66
51, 94
52, 63
53, 93
54, 87
55, 94
56, 70
57, 101
58, 83
59, 85
60, 75
