03/05/21 10:59:01
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
05, 10:53, S8, 16, Fair, CLR, 15.6, 9.4, , , 67%, NA, NA, 76.58, 1021.1, , , 
---
Minute since start, Events per minute
1, 73
2, 77
3, 97
4, 82
5, 81
6, 75
7, 93
8, 79
9, 87
10, 74
11, 78
12, 107
13, 83
14, 87
15, 100
16, 75
17, 74
18, 89
19, 83
20, 76
21, 81
22, 78
23, 82
24, 76
25, 82
26, 77
27, 73
28, 82
29, 94
30, 81
31, 82
32, 84
33, 91
34, 91
35, 78
36, 98
37, 81
38, 74
39, 94
40, 87
41, 81
42, 85
43, 85
44, 101
45, 79
46, 87
47, 83
48, 82
49, 91
50, 80
51, 100
52, 88
53, 99
54, 97
55, 81
56, 71
57, 81
58, 92
59, 89
60, 80
61, 1
