03/22/21 08:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
22, 08:53, W13, 16, Fair, CLR, 15, 2.8, , , 44%, NA, NA, 76.48, 1019.7, , , 
---
Minute since start, Events per minute
1, 76
2, 87
3, 80
4, 87
5, 82
6, 88
7, 80
8, 76
9, 88
10, 75
11, 86
12, 81
13, 94
14, 82
15, 80
16, 74
17, 74
18, 108
19, 100
20, 84
21, 95
22, 98
23, 64
24, 88
25, 76
26, 84
27, 83
28, 94
29, 86
30, 82
31, 77
32, 87
33, 83
34, 83
35, 87
36, 83
37, 101
38, 90
39, 90
40, 86
41, 93
42, 76
43, 88
44, 73
45, 85
46, 80
47, 76
48, 90
49, 62
50, 86
51, 84
52, 92
53, 115
54, 89
55, 96
56, 83
57, 95
58, 81
59, 80
60, 97
