03/20/21 02:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
20, 03:53, SW14, 16, A Few Clouds, FEW090, 13.3, 6.7, , , 65%, NA, NA, 76.48, 1019.5, , , 
---
Minute since start, Events per minute
1, 83
2, 78
3, 94
4, 82
5, 99
6, 75
7, 99
8, 80
9, 93
10, 93
11, 114
12, 88
13, 84
14, 78
15, 95
16, 83
17, 83
18, 88
19, 69
20, 80
21, 96
22, 82
23, 86
24, 80
25, 88
26, 84
27, 95
28, 82
29, 94
30, 79
31, 93
32, 77
33, 89
34, 90
35, 94
36, 67
37, 95
38, 100
39, 90
40, 83
41, 83
42, 75
43, 82
44, 96
45, 90
46, 83
47, 83
48, 81
49, 94
50, 73
51, 95
52, 75
53, 88
54, 84
55, 73
56, 108
57, 92
58, 95
59, 93
60, 80
