03/09/21 22:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
09, 22:53, E8, 16, Overcast, SCT024OVC095, 10, 4.4, , , 68%, 8.9, NA, 76.48, 1019.4, , , 
---
Minute since start, Events per minute
1, 84
2, 84
3, 71
4, 86
5, 79
6, 99
7, 84
8, 75
9, 88
10, 89
11, 90
12, 87
13, 83
14, 85
15, 74
16, 64
17, 87
18, 85
19, 75
20, 90
21, 84
22, 76
23, 76
24, 78
25, 74
26, 77
27, 85
28, 83
29, 85
30, 86
31, 84
32, 66
33, 90
34, 87
35, 98
36, 85
37, 75
38, 77
39, 85
40, 86
41, 83
42, 92
43, 101
44, 80
45, 106
46, 81
47, 95
48, 85
49, 75
50, 81
51, 97
52, 73
53, 84
54, 88
55, 61
56, 94
57, 88
58, 72
59, 70
60, 85
