03/19/21 21:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
19, 22:53, S8, 16, Overcast, BKN070OVC095, 13.3, 11.7, 17.2, 13.3, 90%, NA, NA, 76.5, 1019.8, , , 
---
Minute since start, Events per minute
1, 82
2, 87
3, 74
4, 91
5, 90
6, 86
7, 86
8, 89
9, 82
10, 69
11, 73
12, 76
13, 99
14, 76
15, 76
16, 75
17, 89
18, 103
19, 80
20, 76
21, 73
22, 79
23, 64
24, 74
25, 73
26, 88
27, 82
28, 85
29, 68
30, 74
31, 100
32, 83
33, 89
34, 84
35, 74
36, 71
37, 90
38, 83
39, 80
40, 88
41, 99
42, 83
43, 80
44, 80
45, 99
46, 79
47, 85
48, 99
49, 80
50, 76
51, 81
52, 77
53, 61
54, 64
55, 87
56, 88
57, 68
58, 86
59, 89
60, 70
