02/22/21 12:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
22, 12:53, W14, 16, Fair, CLR, 22.8, -1.7, , , 19%, NA, NA, 76.58, 1020.9, , , 
---
Minute since start, Events per minute
1, 70
2, 80
3, 97
4, 94
5, 64
6, 74
7, 78
8, 97
9, 66
10, 88
11, 77
12, 76
13, 97
14, 74
15, 90
16, 89
17, 101
18, 81
19, 83
20, 74
21, 85
22, 76
23, 77
24, 76
25, 77
26, 69
27, 77
28, 88
29, 104
30, 106
31, 87
32, 93
33, 70
34, 87
35, 75
36, 73
37, 90
38, 82
39, 87
40, 67
41, 85
42, 84
43, 75
44, 78
45, 81
46, 75
47, 77
48, 78
49, 87
50, 88
51, 79
52, 81
53, 82
54, 80
55, 85
56, 99
57, 87
58, 84
59, 107
60, 96
