03/21/21 07:59:01
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
21, 08:53, N13G27, 16, Fair, CLR, 15, 0, , , 36%, NA, NA, 76.48, 1019.6, , , 
---
Minute since start, Events per minute
1, 95
2, 62
3, 83
4, 78
5, 84
6, 92
7, 86
8, 76
9, 90
10, 83
11, 82
12, 66
13, 91
14, 87
15, 80
16, 89
17, 92
18, 68
19, 74
20, 81
21, 98
22, 86
23, 104
24, 74
25, 90
26, 92
27, 91
28, 98
29, 94
30, 96
31, 73
32, 80
33, 90
34, 89
35, 89
36, 88
37, 102
38, 80
39, 70
40, 84
41, 94
42, 91
43, 103
44, 87
45, 85
46, 72
47, 72
48, 88
49, 99
50, 80
51, 78
52, 87
53, 93
54, 95
55, 91
56, 78
57, 100
58, 76
59, 95
60, 88
61, 1
