02/20/21 07:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
20, 07:53, N14, 16, Fair, CLR, 13.9, 3.9, , , 51%, NA, NA, 76.58, 1021.0, , , 
---
Minute since start, Events per minute
1, 73
2, 92
3, 67
4, 72
5, 92
6, 92
7, 85
8, 75
9, 87
10, 81
11, 82
12, 94
13, 90
14, 77
15, 71
16, 85
17, 72
18, 79
19, 92
20, 72
21, 92
22, 81
23, 95
24, 82
25, 75
26, 74
27, 96
28, 84
29, 69
30, 89
31, 88
32, 92
33, 77
34, 92
35, 84
36, 92
37, 77
38, 91
39, 81
40, 105
41, 76
42, 95
43, 74
44, 84
45, 83
46, 58
47, 98
48, 69
49, 85
50, 93
51, 81
52, 92
53, 86
54, 72
55, 87
56, 90
57, 107
58, 82
59, 76
60, 91
