02/24/21 18:59:01
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
24, 18:53, NE5, 8, Fair with Haze, CLR, 12.2, 11.1, , , 93%, NA, NA, 76.2, 1015.8, , , 
---
Minute since start, Events per minute
1, 88
2, 83
3, 79
4, 92
5, 77
6, 70
7, 76
8, 91
9, 87
10, 71
11, 65
12, 79
13, 99
14, 81
15, 77
16, 87
17, 87
18, 84
19, 82
20, 85
21, 98
22, 92
23, 65
24, 80
25, 75
26, 97
27, 78
28, 93
29, 76
30, 86
31, 84
32, 98
33, 82
34, 89
35, 94
36, 78
37, 71
38, 94
39, 73
40, 78
41, 91
42, 81
43, 65
44, 74
45, 78
46, 81
47, 87
48, 78
49, 75
50, 85
51, 73
52, 89
53, 93
54, 87
55, 83
56, 94
57, 82
58, 77
59, 79
60, 75
