03/20/21 05:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
20, 05:53, Vrbl8, 16, Fair, CLR, 15, 0.6, , , 38%, NA, NA, 76.48, 1019.4, , , 
---
Minute since start, Events per minute
1, 79
2, 71
3, 79
4, 84
5, 93
6, 78
7, 79
8, 97
9, 89
10, 92
11, 93
12, 85
13, 81
14, 88
15, 67
16, 77
17, 83
18, 93
19, 67
20, 72
21, 81
22, 104
23, 76
24, 88
25, 80
26, 89
27, 83
28, 106
29, 83
30, 97
31, 78
32, 86
33, 63
34, 78
35, 81
36, 89
37, 87
38, 92
39, 91
40, 93
41, 86
42, 88
43, 83
44, 83
45, 82
46, 80
47, 91
48, 75
49, 91
50, 97
51, 93
52, 81
53, 84
54, 81
55, 84
56, 97
57, 79
58, 77
59, 85
60, 87
