03/23/21 10:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
23, 10:53, W19, 16, Partly Cloudy, SCT060, 17.2, 5, 17.2, 9.4, 45%, NA, NA, 76, 1013.2, , , 
---
Minute since start, Events per minute
1, 94
2, 103
3, 70
4, 97
5, 81
6, 81
7, 85
8, 89
9, 108
10, 77
11, 67
12, 105
13, 90
14, 82
15, 82
16, 89
17, 91
18, 88
19, 93
20, 80
21, 90
22, 79
23, 98
24, 77
25, 85
26, 87
27, 88
28, 75
29, 85
30, 84
31, 73
32, 83
33, 90
34, 78
35, 100
36, 94
37, 86
38, 82
39, 93
40, 84
41, 72
42, 71
43, 86
44, 88
45, 85
46, 91
47, 87
48, 82
49, 88
50, 92
51, 60
52, 98
53, 81
54, 90
55, 70
56, 86
57, 84
58, 90
59, 99
60, 77
