02/25/21 19:59:01
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
25, 20:53, W5, 16, Fair, CLR, 7.8, 3.9, , , 77%, NA, NA, 76.43, 1018.8, , , 
---
Minute since start, Events per minute
1, 89
2, 89
3, 72
4, 91
5, 92
6, 93
7, 81
8, 70
9, 82
10, 92
11, 82
12, 90
13, 95
14, 97
15, 84
16, 88
17, 94
18, 76
19, 85
20, 79
21, 71
22, 84
23, 93
24, 89
25, 113
26, 54
27, 84
28, 95
29, 74
30, 90
31, 83
32, 71
33, 97
34, 78
35, 79
36, 83
37, 76
38, 90
39, 97
40, 85
41, 71
42, 96
43, 91
44, 91
45, 83
46, 82
47, 87
48, 78
49, 84
50, 81
51, 73
52, 79
53, 66
54, 73
55, 76
56, 89
57, 89
58, 90
59, 79
60, 83
