02/27/21 14:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
27, 14:53, N23G39, 16, Fair, CLR, 23.9, -6.1, , , 13%, NA, NA, 75.92, 1012.2, , , 
---
Minute since start, Events per minute
1, 77
2, 81
3, 86
4, 104
5, 87
6, 83
7, 101
8, 96
9, 88
10, 89
11, 79
12, 90
13, 87
14, 86
15, 101
16, 99
17, 83
18, 74
19, 88
20, 92
21, 83
22, 81
23, 106
24, 79
25, 78
26, 86
27, 108
28, 90
29, 99
30, 94
31, 92
32, 84
33, 77
34, 82
35, 70
36, 89
37, 89
38, 97
39, 85
40, 87
41, 99
42, 76
43, 83
44, 76
45, 93
46, 85
47, 91
48, 89
49, 90
50, 95
51, 81
52, 86
53, 77
54, 87
55, 85
56, 85
57, 87
58, 93
59, 88
60, 102
61, 1
