03/18/21 14:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
18, 12:53, S13, 16, Partly Cloudy, SCT095, 15.6, 7.8, , , 60%, NA, NA, 76.58, 1020.9, , , 
---
Minute since start, Events per minute
1, 92
2, 87
3, 86
4, 88
5, 88
6, 102
7, 87
8, 105
9, 76
10, 87
11, 98
12, 76
13, 90
14, 86
15, 73
16, 70
17, 83
18, 96
19, 76
20, 86
21, 91
22, 101
23, 85
24, 83
25, 81
26, 85
27, 91
28, 87
29, 95
30, 81
31, 93
32, 75
33, 73
34, 78
35, 81
36, 79
37, 83
38, 75
39, 87
40, 113
41, 91
42, 93
43, 84
44, 94
45, 104
46, 98
47, 79
48, 90
49, 89
50, 79
51, 75
52, 83
53, 93
54, 80
55, 62
56, 89
57, 94
58, 94
59, 84
60, 76
