03/02/21 02:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
02, 02:53, Calm, 16, Fair, CLR, 4.4, -2.8, , , 60%, NA, NA, 76.2, 1015.7, , , 
---
Minute since start, Events per minute
1, 88
2, 85
3, 71
4, 78
5, 85
6, 84
7, 72
8, 78
9, 84
10, 81
11, 94
12, 85
13, 76
14, 86
15, 106
16, 95
17, 90
18, 88
19, 76
20, 89
21, 90
22, 90
23, 90
24, 75
25, 87
26, 87
27, 101
28, 101
29, 80
30, 78
31, 82
32, 82
33, 80
34, 88
35, 89
36, 79
37, 81
38, 75
39, 83
40, 79
41, 76
42, 71
43, 83
44, 81
45, 98
46, 66
47, 89
48, 79
49, 90
50, 87
51, 84
52, 84
53, 84
54, 87
55, 87
56, 79
57, 81
58, 81
59, 95
60, 91
