03/01/21 13:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
01, 13:53, SE14, 16, Fair, CLR, 18.9, -4.4, , , 20%, NA, NA, 76.48, 1019.6, , , 
---
Minute since start, Events per minute
1, 80
2, 60
3, 90
4, 93
5, 99
6, 101
7, 86
8, 69
9, 79
10, 87
11, 80
12, 80
13, 70
14, 101
15, 89
16, 79
17, 89
18, 72
19, 91
20, 80
21, 79
22, 76
23, 84
24, 66
25, 85
26, 80
27, 67
28, 90
29, 96
30, 112
31, 75
32, 80
33, 91
34, 96
35, 71
36, 77
37, 70
38, 87
39, 69
40, 70
41, 84
42, 77
43, 89
44, 79
45, 70
46, 103
47, 87
48, 86
49, 101
50, 71
51, 71
52, 90
53, 88
54, 81
55, 81
56, 94
57, 89
58, 102
59, 67
60, 86
