03/07/21 17:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
07, 18:53, W8, 16, Overcast, OVC030, 13.3, 9.4, , , 77%, NA, NA, 76.35, 1017.7, , , 
---
Minute since start, Events per minute
1, 79
2, 91
3, 74
4, 88
5, 90
6, 78
7, 91
8, 100
9, 82
10, 99
11, 89
12, 73
13, 83
14, 89
15, 82
16, 82
17, 79
18, 82
19, 95
20, 88
21, 95
22, 94
23, 76
24, 77
25, 72
26, 89
27, 82
28, 82
29, 80
30, 100
31, 77
32, 90
33, 88
34, 86
35, 79
36, 91
37, 79
38, 85
39, 80
40, 92
41, 77
42, 84
43, 83
44, 100
45, 77
46, 84
47, 90
48, 79
49, 102
50, 91
51, 86
52, 73
53, 77
54, 92
55, 83
56, 74
57, 105
58, 93
59, 92
60, 85
