02/21/21 05:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
21, 06:53, NE5, 16, Fair, CLR, 5, -1.1, , , 65%, NA, NA, 76.96, 1025.9, , , 
---
Minute since start, Events per minute
1, 86
2, 88
3, 85
4, 88
5, 76
6, 104
7, 85
8, 81
9, 67
10, 70
11, 96
12, 72
13, 97
14, 80
15, 86
16, 84
17, 91
18, 74
19, 80
20, 89
21, 93
22, 82
23, 70
24, 68
25, 69
26, 91
27, 84
28, 86
29, 77
30, 65
31, 81
32, 91
33, 76
34, 88
35, 83
36, 75
37, 79
38, 67
39, 87
40, 83
41, 77
42, 76
43, 71
44, 72
45, 74
46, 85
47, 71
48, 92
49, 100
50, 84
51, 96
52, 84
53, 71
54, 76
55, 84
56, 70
57, 82
58, 104
59, 88
60, 82
