03/07/21 13:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
07, 13:53, SW11, 16, Overcast, OVC033, 15.6, 10, , , 70%, NA, NA, 76.3, 1017.0, , , 
---
Minute since start, Events per minute
1, 82
2, 76
3, 93
4, 84
5, 105
6, 83
7, 94
8, 95
9, 92
10, 77
11, 93
12, 81
13, 71
14, 79
15, 79
16, 72
17, 84
18, 79
19, 82
20, 83
21, 93
22, 83
23, 89
24, 87
25, 86
26, 73
27, 91
28, 97
29, 85
30, 98
31, 87
32, 86
33, 81
34, 81
35, 81
36, 99
37, 92
38, 75
39, 96
40, 80
41, 76
42, 77
43, 68
44, 79
45, 89
46, 70
47, 73
48, 82
49, 78
50, 71
51, 76
52, 116
53, 98
54, 80
55, 87
56, 84
57, 80
58, 73
59, 98
60, 79
