03/23/21 02:59:01
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
23, 03:53, E8, 16, Fair, CLR, 10.6, 6.1, , , 74%, NA, NA, 76, 1013.2, , , 
---
Minute since start, Events per minute
1, 88
2, 83
3, 109
4, 79
5, 73
6, 98
7, 88
8, 73
9, 71
10, 88
11, 94
12, 68
13, 100
14, 78
15, 68
16, 102
17, 78
18, 91
19, 92
20, 103
21, 86
22, 107
23, 75
24, 83
25, 74
26, 97
27, 84
28, 87
29, 94
30, 83
31, 87
32, 78
33, 92
34, 82
35, 73
36, 81
37, 79
38, 97
39, 86
40, 97
41, 71
42, 85
43, 80
44, 92
45, 89
46, 73
47, 83
48, 85
49, 78
50, 89
51, 85
52, 77
53, 91
54, 72
55, 87
56, 95
57, 98
58, 72
59, 78
60, 83
