02/20/21 12:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
20, 12:53, NW24G37, 16, Fair, CLR, 20, -2.2, , , 22%, NA, NA, 76.58, 1020.9, , , 
---
Minute since start, Events per minute
1, 90
2, 81
3, 86
4, 78
5, 68
6, 92
7, 85
8, 86
9, 82
10, 86
11, 90
12, 83
13, 86
14, 91
15, 80
16, 79
17, 70
18, 88
19, 82
20, 76
21, 85
22, 107
23, 84
24, 88
25, 84
26, 86
27, 82
28, 80
29, 73
30, 70
31, 73
32, 103
33, 100
34, 94
35, 77
36, 77
37, 81
38, 85
39, 83
40, 72
41, 97
42, 63
43, 88
44, 85
45, 95
46, 94
47, 89
48, 87
49, 82
50, 85
51, 82
52, 90
53, 81
54, 57
55, 89
56, 95
57, 90
58, 80
59, 71
60, 77
61, 1
