03/04/21 14:59:01
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
04, 14:53, SW13, 16, Fair, CLR, 16.1, 6.1, , , 52%, NA, NA, 76.84, 1024.2, , , 
---
Minute since start, Events per minute
1, 85
2, 78
3, 95
4, 84
5, 92
6, 60
7, 94
8, 104
9, 93
10, 79
11, 92
12, 90
13, 84
14, 76
15, 98
16, 81
17, 82
18, 94
19, 83
20, 94
21, 73
22, 68
23, 67
24, 78
25, 70
26, 72
27, 67
28, 88
29, 73
30, 77
31, 74
32, 82
33, 88
34, 94
35, 86
36, 82
37, 93
38, 98
39, 85
40, 94
41, 63
42, 85
43, 78
44, 83
45, 99
46, 84
47, 73
48, 77
49, 87
50, 83
51, 85
52, 79
53, 86
54, 106
55, 81
56, 89
57, 75
58, 84
59, 63
60, 73
61, 2
