03/19/21 10:59:01
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
19, 10:53, SE13, 16, Fair, CLR, 15, 10.6, 15.6, 7.2, 75%, NA, NA, 76.58, 1021.0, , , 
---
Minute since start, Events per minute
1, 83
2, 89
3, 107
4, 64
5, 83
6, 94
7, 88
8, 84
9, 102
10, 77
11, 91
12, 77
13, 82
14, 72
15, 78
16, 74
17, 84
18, 94
19, 102
20, 70
21, 67
22, 93
23, 85
24, 59
25, 106
26, 76
27, 82
28, 101
29, 79
30, 91
31, 94
32, 83
33, 79
34, 84
35, 75
36, 98
37, 98
38, 87
39, 75
40, 95
41, 79
42, 84
43, 95
44, 90
45, 86
46, 70
47, 86
48, 89
49, 86
50, 86
51, 86
52, 77
53, 96
54, 85
55, 87
56, 87
57, 80
58, 80
59, 92
60, 80
