03/19/21 20:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
19, 19:53, S5, 16, Mostly Cloudy, BKN090, 13.9, 11.1, , , 83%, NA, NA, 76.43, 1018.8, , , 
---
Minute since start, Events per minute
1, 90
2, 94
3, 70
4, 64
5, 90
6, 77
7, 79
8, 86
9, 92
10, 109
11, 86
12, 79
13, 103
14, 96
15, 89
16, 107
17, 80
18, 81
19, 83
20, 77
21, 75
22, 94
23, 91
24, 83
25, 68
26, 94
27, 87
28, 70
29, 72
30, 78
31, 76
32, 73
33, 74
34, 82
35, 86
36, 99
37, 90
38, 77
39, 84
40, 78
41, 76
42, 72
43, 75
44, 78
45, 88
46, 79
47, 82
48, 88
49, 85
50, 81
51, 71
52, 84
53, 78
54, 86
55, 85
56, 81
57, 99
58, 83
59, 96
60, 94
