02/26/21 10:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
26, 11:53, SE10, 16, Fair, CLR, 18.3, 0, , , 29%, NA, NA, 76.28, 1016.7, , , 
---
Minute since start, Events per minute
1, 94
2, 80
3, 81
4, 82
5, 99
6, 92
7, 81
8, 83
9, 92
10, 82
11, 75
12, 100
13, 66
14, 89
15, 90
16, 73
17, 69
18, 82
19, 90
20, 71
21, 83
22, 94
23, 85
24, 91
25, 94
26, 83
27, 104
28, 98
29, 77
30, 65
31, 102
32, 79
33, 90
34, 88
35, 76
36, 82
37, 85
38, 98
39, 105
40, 77
41, 89
42, 77
43, 77
44, 69
45, 79
46, 75
47, 92
48, 108
49, 88
50, 96
51, 97
52, 80
53, 70
54, 82
55, 94
56, 77
57, 89
58, 83
59, 93
60, 78
