02/21/21 09:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
21, 09:53, Calm, 16, Fair, CLR, 17.8, 0, 17.8, 3.3, 30%, NA, NA, 77.06, 1027.3, , , 
---
Minute since start, Events per minute
1, 86
2, 65
3, 79
4, 83
5, 92
6, 89
7, 97
8, 82
9, 87
10, 100
11, 74
12, 86
13, 103
14, 85
15, 88
16, 96
17, 84
18, 82
19, 83
20, 71
21, 112
22, 88
23, 82
24, 90
25, 82
26, 91
27, 73
28, 82
29, 83
30, 76
31, 80
32, 88
33, 75
34, 69
35, 78
36, 73
37, 71
38, 85
39, 71
40, 99
41, 84
42, 77
43, 92
44, 85
45, 96
46, 95
47, 83
48, 75
49, 102
50, 94
51, 82
52, 101
53, 81
54, 87
55, 80
56, 81
57, 72
58, 77
59, 88
60, 95
