03/22/21 05:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
22, 04:53, W10, 16, Fair, CLR, 11.1, -0.6, 16.1, 10, 45%, NA, NA, 76.4, 1018.7, , , 
---
Minute since start, Events per minute
1, 82
2, 106
3, 78
4, 85
5, 78
6, 92
7, 92
8, 83
9, 82
10, 80
11, 88
12, 93
13, 77
14, 86
15, 76
16, 97
17, 85
18, 75
19, 69
20, 84
21, 86
22, 89
23, 76
24, 83
25, 90
26, 93
27, 85
28, 76
29, 79
30, 80
31, 92
32, 91
33, 68
34, 90
35, 96
36, 79
37, 96
38, 80
39, 84
40, 86
41, 75
42, 69
43, 85
44, 78
45, 80
46, 91
47, 66
48, 85
49, 85
50, 86
51, 86
52, 89
53, 88
54, 106
55, 73
56, 90
57, 90
58, 87
59, 80
60, 82
