03/15/21 23:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
16, 00:53, NW10, 16, Fair, CLR, 7.8, 0.6, , , 61%, 6.1, NA, 76.17, 1015.6, , , 
---
Minute since start, Events per minute
1, 80
2, 89
3, 79
4, 88
5, 88
6, 80
7, 76
8, 96
9, 92
10, 82
11, 88
12, 80
13, 87
14, 100
15, 81
16, 94
17, 71
18, 91
19, 66
20, 84
21, 97
22, 88
23, 82
24, 91
25, 74
26, 77
27, 91
28, 82
29, 94
30, 89
31, 68
32, 86
33, 101
34, 70
35, 82
36, 85
37, 66
38, 88
39, 88
40, 106
41, 82
42, 78
43, 92
44, 93
45, 76
46, 89
47, 83
48, 87
49, 86
50, 85
51, 84
52, 88
53, 80
54, 93
55, 89
56, 93
57, 83
58, 83
59, 77
60, 77
