03/07/21 10:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
07, 10:53, SE10, 16, Overcast, OVC025, 14.4, 9.4, , , 72%, NA, NA, 76.4, 1018.6, , , 
---
Minute since start, Events per minute
1, 109
2, 87
3, 91
4, 75
5, 85
6, 86
7, 77
8, 86
9, 98
10, 82
11, 86
12, 90
13, 72
14, 85
15, 77
16, 70
17, 86
18, 97
19, 91
20, 74
21, 81
22, 70
23, 79
24, 92
25, 87
26, 102
27, 84
28, 82
29, 69
30, 94
31, 82
32, 77
33, 78
34, 86
35, 99
36, 84
37, 60
38, 95
39, 98
40, 80
41, 89
42, 70
43, 78
44, 81
45, 92
46, 77
47, 102
48, 79
49, 81
50, 63
51, 100
52, 80
53, 103
54, 81
55, 83
56, 88
57, 88
58, 89
59, 75
60, 85
