03/08/21 18:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
08, 18:53, NW13, 16, Fair, CLR, 13.9, 2.2, , , 45%, NA, NA, 76.58, 1020.8, , , 
---
Minute since start, Events per minute
1, 75
2, 72
3, 83
4, 79
5, 72
6, 75
7, 66
8, 93
9, 98
10, 75
11, 80
12, 97
13, 99
14, 83
15, 93
16, 84
17, 82
18, 93
19, 82
20, 90
21, 83
22, 96
23, 83
24, 78
25, 98
26, 77
27, 101
28, 83
29, 67
30, 67
31, 73
32, 88
33, 74
34, 82
35, 76
36, 86
37, 80
38, 89
39, 87
40, 90
41, 74
42, 98
43, 90
44, 75
45, 96
46, 90
47, 76
48, 90
49, 69
50, 75
51, 78
52, 89
53, 92
54, 80
55, 80
56, 91
57, 102
58, 78
59, 79
60, 68
