02/27/21 20:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
27, 21:53, NE14, 16, Fair, CLR, 15.6, -7.2, 22.8, 13.3, 20%, NA, NA, 76.23, 1016.0, , , 
---
Minute since start, Events per minute
1, 78
2, 88
3, 95
4, 77
5, 87
6, 94
7, 73
8, 95
9, 68
10, 79
11, 90
12, 83
13, 79
14, 82
15, 87
16, 71
17, 86
18, 86
19, 86
20, 93
21, 90
22, 81
23, 84
24, 104
25, 77
26, 90
27, 82
28, 110
29, 86
30, 73
31, 88
32, 88
33, 84
34, 72
35, 101
36, 88
37, 87
38, 77
39, 104
40, 91
41, 72
42, 87
43, 74
44, 70
45, 94
46, 81
47, 94
48, 93
49, 72
50, 65
51, 69
52, 92
53, 72
54, 81
55, 96
56, 87
57, 100
58, 72
59, 82
60, 83
