02/22/21 11:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
22, 11:53, SW13, 16, Fair, CLR, 21.7, 0, , , 24%, NA, NA, 76.68, 1022.2, , , 
---
Minute since start, Events per minute
1, 88
2, 85
3, 76
4, 82
5, 82
6, 86
7, 67
8, 84
9, 72
10, 77
11, 80
12, 82
13, 100
14, 79
15, 98
16, 82
17, 77
18, 81
19, 106
20, 81
21, 83
22, 89
23, 79
24, 92
25, 79
26, 92
27, 94
28, 79
29, 86
30, 89
31, 72
32, 102
33, 93
34, 92
35, 86
36, 78
37, 122
38, 70
39, 85
40, 78
41, 85
42, 73
43, 74
44, 80
45, 97
46, 71
47, 85
48, 82
49, 67
50, 79
51, 72
52, 111
53, 82
54, 101
55, 74
56, 80
57, 67
58, 70
59, 98
60, 72
