03/07/21 01:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
07, 02:53, NE5, 16, Fair, CLR, 9.4, 6.1, , , 80%, NA, NA, 76.17, 1015.5, , , 
---
Minute since start, Events per minute
1, 92
2, 77
3, 87
4, 89
5, 78
6, 100
7, 78
8, 85
9, 95
10, 79
11, 95
12, 84
13, 81
14, 69
15, 88
16, 97
17, 83
18, 81
19, 90
20, 101
21, 99
22, 93
23, 74
24, 79
25, 97
26, 95
27, 106
28, 75
29, 95
30, 77
31, 99
32, 99
33, 81
34, 86
35, 82
36, 100
37, 76
38, 85
39, 95
40, 71
41, 93
42, 80
43, 93
44, 85
45, 75
46, 93
47, 80
48, 87
49, 91
50, 100
51, 83
52, 85
53, 72
54, 99
55, 55
56, 94
57, 87
58, 100
59, 102
60, 98
