02/25/21 06:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
25, 06:53, Calm, 16, Fair, CLR, 4.4, 0, , , 73%, NA, NA, 76.53, 1020.3, , , 
---
Minute since start, Events per minute
1, 70
2, 82
3, 63
4, 80
5, 87
6, 60
7, 71
8, 93
9, 74
10, 65
11, 88
12, 87
13, 82
14, 74
15, 95
16, 85
17, 89
18, 68
19, 91
20, 74
21, 94
22, 82
23, 90
24, 76
25, 90
26, 90
27, 85
28, 77
29, 87
30, 83
31, 77
32, 70
33, 87
34, 80
35, 89
36, 90
37, 75
38, 85
39, 84
40, 79
41, 83
42, 78
43, 77
44, 73
45, 94
46, 69
47, 83
48, 89
49, 85
50, 89
51, 90
52, 93
53, 97
54, 101
55, 80
56, 87
57, 75
58, 77
59, 102
60, 89
