03/19/21 15:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
19, 16:53, W24, 16, A Few Clouds, FEW040, 16.7, 12.2, 18.3, 15, 75%, NA, NA, 76.43, 1019.0, , , 
---
Minute since start, Events per minute
1, 72
2, 79
3, 77
4, 79
5, 80
6, 102
7, 86
8, 104
9, 71
10, 75
11, 86
12, 89
13, 87
14, 87
15, 81
16, 81
17, 90
18, 84
19, 83
20, 81
21, 94
22, 80
23, 86
24, 91
25, 92
26, 74
27, 75
28, 81
29, 92
30, 81
31, 86
32, 81
33, 81
34, 90
35, 89
36, 76
37, 88
38, 86
39, 73
40, 91
41, 86
42, 110
43, 84
44, 84
45, 86
46, 82
47, 86
48, 81
49, 88
50, 89
51, 94
52, 83
53, 89
54, 91
55, 84
56, 84
57, 72
58, 66
59, 89
60, 97
