02/26/21 03:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
26, 03:53, Calm, 16, Fair, CLR, 2.8, -1.1, 7.8, 2.8, 76%, NA, NA, 76.28, 1016.8, , , 
---
Minute since start, Events per minute
1, 85
2, 90
3, 82
4, 84
5, 97
6, 81
7, 94
8, 84
9, 92
10, 91
11, 98
12, 85
13, 96
14, 83
15, 80
16, 99
17, 73
18, 85
19, 79
20, 82
21, 99
22, 90
23, 108
24, 80
25, 85
26, 88
27, 86
28, 92
29, 87
30, 88
31, 83
32, 79
33, 89
34, 88
35, 81
36, 90
37, 103
38, 89
39, 82
40, 74
41, 85
42, 86
43, 75
44, 87
45, 92
46, 81
47, 76
48, 84
49, 103
50, 88
51, 107
52, 99
53, 93
54, 90
55, 95
56, 79
57, 83
58, 89
59, 101
60, 83
