03/16/21 09:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
16, 10:53, S8, 16, Fair, CLR, 12.8, -0.6, 13.3, 1.7, 40%, NA, NA, 76.33, 1017.6, , , 
---
Minute since start, Events per minute
1, 77
2, 104
3, 92
4, 113
5, 77
6, 99
7, 83
8, 92
9, 84
10, 70
11, 71
12, 83
13, 77
14, 96
15, 82
16, 77
17, 79
18, 71
19, 101
20, 85
21, 81
22, 70
23, 88
24, 96
25, 98
26, 90
27, 76
28, 87
29, 70
30, 77
31, 82
32, 72
33, 83
34, 88
35, 80
36, 76
37, 100
38, 74
39, 75
40, 101
41, 72
42, 91
43, 99
44, 91
45, 95
46, 78
47, 80
48, 88
49, 95
50, 70
51, 90
52, 73
53, 79
54, 86
55, 68
56, 87
57, 106
58, 86
59, 71
60, 77
