03/13/21 14:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
13, 14:53, W35G50, 16, Fair and Breezy, CLR, 16.7, 6.7, , , 52%, NA, NA, 76.71, 1022.5, , , 
---
Minute since start, Events per minute
1, 88
2, 74
3, 84
4, 72
5, 81
6, 83
7, 97
8, 90
9, 85
10, 73
11, 84
12, 103
13, 88
14, 92
15, 85
16, 86
17, 90
18, 78
19, 80
20, 78
21, 76
22, 79
23, 67
24, 62
25, 93
26, 88
27, 89
28, 98
29, 75
30, 80
31, 81
32, 74
33, 71
34, 89
35, 92
36, 62
37, 79
38, 92
39, 83
40, 89
41, 81
42, 71
43, 76
44, 80
45, 85
46, 102
47, 96
48, 86
49, 89
50, 63
51, 79
52, 73
53, 94
54, 74
55, 97
56, 99
57, 83
58, 79
59, 83
60, 85
