03/06/21 08:59:01
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
06, 09:53, Vrbl5, 16, Fair, CLR, 17.2, 10, 17.2, 10, 63%, NA, NA, 76.25, 1016.5, , , 
---
Minute since start, Events per minute
1, 87
2, 88
3, 74
4, 88
5, 100
6, 76
7, 94
8, 86
9, 102
10, 91
11, 87
12, 70
13, 98
14, 83
15, 74
16, 94
17, 91
18, 59
19, 88
20, 80
21, 93
22, 91
23, 75
24, 85
25, 74
26, 74
27, 81
28, 79
29, 78
30, 82
31, 75
32, 72
33, 87
34, 90
35, 89
36, 99
37, 81
38, 77
39, 83
40, 88
41, 66
42, 86
43, 84
44, 89
45, 94
46, 81
47, 94
48, 106
49, 86
50, 97
51, 75
52, 86
53, 72
54, 83
55, 78
56, 89
57, 98
58, 90
59, 85
60, 86
