03/22/21 13:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
22, 14:53, W26G35, 16, Fair, CLR, 21.1, 6.7, , , 39%, NA, NA, 76.25, 1016.6, , , 
---
Minute since start, Events per minute
1, 90
2, 84
3, 82
4, 70
5, 91
6, 74
7, 94
8, 81
9, 81
10, 79
11, 101
12, 70
13, 91
14, 91
15, 75
16, 87
17, 96
18, 97
19, 78
20, 76
21, 82
22, 77
23, 84
24, 89
25, 77
26, 96
27, 85
28, 71
29, 71
30, 75
31, 73
32, 91
33, 87
34, 76
35, 72
36, 83
37, 105
38, 94
39, 72
40, 85
41, 82
42, 107
43, 80
44, 96
45, 85
46, 70
47, 92
48, 75
49, 84
50, 70
51, 85
52, 77
53, 88
54, 75
55, 82
56, 79
57, 87
58, 79
59, 73
60, 87
