03/03/21 15:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
03, 15:53, SE19, 16, Mostly Cloudy, BKN080, 15, 6.1, 15, 12.2, 56%, NA, NA, 75.9, 1011.6, , , 0.03
---
Minute since start, Events per minute
1, 83
2, 88
3, 98
4, 98
5, 90
6, 84
7, 102
8, 85
9, 79
10, 71
11, 91
12, 92
13, 83
14, 84
15, 95
16, 100
17, 105
18, 84
19, 66
20, 80
21, 86
22, 79
23, 102
24, 86
25, 95
26, 88
27, 90
28, 88
29, 98
30, 71
31, 75
32, 111
33, 93
34, 87
35, 96
36, 89
37, 91
38, 87
39, 82
40, 85
41, 81
42, 95
43, 95
44, 97
45, 82
46, 87
47, 83
48, 89
49, 73
50, 94
51, 97
52, 86
53, 105
54, 89
55, 87
56, 71
57, 89
58, 85
59, 93
60, 92
