02/21/21 04:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
21, 05:53, Calm, 16, Fair, CLR, 5, -1.7, , , 62%, NA, NA, 76.91, 1025.4, , , 
---
Minute since start, Events per minute
1, 86
2, 85
3, 80
4, 83
5, 96
6, 99
7, 87
8, 76
9, 95
10, 87
11, 83
12, 82
13, 80
14, 82
15, 93
16, 82
17, 91
18, 86
19, 93
20, 89
21, 99
22, 75
23, 75
24, 89
25, 83
26, 81
27, 76
28, 82
29, 70
30, 77
31, 88
32, 101
33, 98
34, 80
35, 84
36, 90
37, 82
38, 83
39, 83
40, 89
41, 79
42, 85
43, 73
44, 61
45, 84
46, 88
47, 84
48, 87
49, 77
50, 81
51, 88
52, 110
53, 92
54, 85
55, 92
56, 83
57, 76
58, 86
59, 90
60, 101
