02/25/21 07:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
25, 07:53, Calm, 16, Fair, CLR, 10, 2.2, , , 59%, NA, NA, 76.58, 1020.8, , , 
---
Minute since start, Events per minute
1, 85
2, 85
3, 82
4, 88
5, 98
6, 79
7, 83
8, 77
9, 73
10, 83
11, 82
12, 94
13, 77
14, 76
15, 81
16, 88
17, 94
18, 98
19, 90
20, 81
21, 68
22, 80
23, 91
24, 91
25, 81
26, 78
27, 80
28, 66
29, 76
30, 96
31, 74
32, 93
33, 103
34, 98
35, 85
36, 73
37, 76
38, 88
39, 81
40, 81
41, 86
42, 81
43, 81
44, 85
45, 86
46, 86
47, 87
48, 83
49, 77
50, 88
51, 106
52, 92
53, 84
54, 95
55, 74
56, 81
57, 86
58, 93
59, 78
60, 97
