02/27/21 03:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
27, 03:53, W5, 16, Fair, CLR, 7.2, 0, 16.7, 6.1, 61%, NA, NA, 75.95, 1012.5, , , 
---
Minute since start, Events per minute
1, 80
2, 102
3, 86
4, 100
5, 65
6, 82
7, 91
8, 83
9, 79
10, 77
11, 80
12, 92
13, 77
14, 76
15, 98
16, 87
17, 85
18, 85
19, 73
20, 96
21, 79
22, 84
23, 103
24, 80
25, 79
26, 76
27, 94
28, 88
29, 97
30, 103
31, 83
32, 87
33, 89
34, 94
35, 88
36, 82
37, 84
38, 81
39, 84
40, 101
41, 89
42, 93
43, 70
44, 77
45, 86
46, 83
47, 65
48, 92
49, 82
50, 85
51, 78
52, 87
53, 67
54, 94
55, 80
56, 89
57, 89
58, 91
59, 77
60, 83
