03/11/21 12:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
11, 13:53, N13, 16, Overcast, FEW029OVC035, 11.1, 3.9, , , 61%, NA, NA, 76.33, 1017.7, , , 
---
Minute since start, Events per minute
1, 90
2, 96
3, 87
4, 81
5, 72
6, 92
7, 76
8, 80
9, 83
10, 78
11, 73
12, 71
13, 83
14, 83
15, 83
16, 90
17, 75
18, 91
19, 100
20, 86
21, 84
22, 75
23, 85
24, 80
25, 80
26, 77
27, 81
28, 90
29, 89
30, 106
31, 95
32, 91
33, 81
34, 103
35, 92
36, 88
37, 73
38, 79
39, 88
40, 65
41, 59
42, 94
43, 78
44, 96
45, 81
46, 79
47, 81
48, 75
49, 89
50, 88
51, 89
52, 91
53, 101
54, 75
55, 99
56, 98
57, 95
58, 88
59, 83
60, 80
