03/23/21 01:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
23, 01:53, Calm, 16, Partly Cloudy, SCT026, 11.1, 6.1, , , 72%, NA, NA, 76.1, 1014.6, , , 
---
Minute since start, Events per minute
1, 88
2, 81
3, 80
4, 89
5, 89
6, 93
7, 86
8, 91
9, 88
10, 70
11, 81
12, 79
13, 88
14, 95
15, 102
16, 71
17, 70
18, 88
19, 75
20, 91
21, 60
22, 98
23, 70
24, 80
25, 76
26, 90
27, 85
28, 72
29, 85
30, 78
31, 93
32, 86
33, 84
34, 93
35, 78
36, 90
37, 94
38, 77
39, 80
40, 106
41, 72
42, 71
43, 83
44, 86
45, 88
46, 93
47, 84
48, 84
49, 70
50, 70
51, 91
52, 77
53, 77
54, 71
55, 86
56, 93
57, 71
58, 92
59, 93
60, 85
