03/08/21 03:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
08, 04:53, Calm, 16, A Few Clouds, FEW014, 9.4, 8.3, , , 93%, NA, NA, 76.48, 1019.6, , , 
---
Minute since start, Events per minute
1, 68
2, 78
3, 85
4, 89
5, 103
6, 72
7, 83
8, 79
9, 98
10, 82
11, 76
12, 87
13, 75
14, 79
15, 71
16, 75
17, 78
18, 79
19, 84
20, 87
21, 85
22, 87
23, 72
24, 91
25, 77
26, 100
27, 75
28, 93
29, 92
30, 81
31, 75
32, 80
33, 67
34, 76
35, 80
36, 93
37, 72
38, 106
39, 76
40, 96
41, 78
42, 85
43, 84
44, 86
45, 89
46, 84
47, 86
48, 74
49, 83
50, 79
51, 74
52, 79
53, 82
54, 81
55, 106
56, 76
57, 85
58, 87
59, 93
60, 91
