03/19/21 23:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
20, 00:53, NE10, 16, Overcast, BKN070OVC095, 13.9, 11.1, , , 83%, NA, NA, 76.56, 1020.4, , , 
---
Minute since start, Events per minute
1, 67
2, 84
3, 72
4, 70
5, 87
6, 77
7, 82
8, 92
9, 91
10, 98
11, 64
12, 79
13, 69
14, 79
15, 66
16, 88
17, 78
18, 67
19, 70
20, 69
21, 82
22, 75
23, 75
24, 81
25, 65
26, 92
27, 71
28, 95
29, 74
30, 95
31, 79
32, 93
33, 75
34, 82
35, 70
36, 80
37, 82
38, 85
39, 72
40, 71
41, 78
42, 87
43, 75
44, 74
45, 68
46, 73
47, 74
48, 87
49, 93
50, 87
51, 69
52, 74
53, 79
54, 75
55, 72
56, 82
57, 77
58, 94
59, 84
60, 72
