02/16/21 19:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
16, 19:53, NW5, 16, Fair, CLR, 13.3, 5, , , 57%, NA, NA, 76.2, 1015.9, , , 
---
Minute since start, Events per minute
1, 86
2, 98
3, 88
4, 86
5, 94
6, 71
7, 84
8, 84
9, 85
10, 76
11, 94
12, 81
13, 103
14, 70
15, 84
16, 91
17, 90
18, 78
19, 72
20, 91
21, 77
22, 81
23, 103
24, 92
25, 73
26, 92
27, 71
28, 87
29, 78
30, 86
31, 76
32, 93
33, 66
34, 87
35, 86
36, 100
37, 85
38, 92
39, 78
40, 87
41, 85
42, 83
43, 78
44, 83
45, 73
46, 80
47, 87
48, 80
49, 76
50, 67
51, 84
52, 93
53, 106
54, 102
55, 86
56, 104
57, 77
58, 78
59, 80
60, 77
