03/22/21 22:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
22, 22:53, NW27, 16, Fair, CLR, 12.2, 6.1, 20, 12.2, 67%, NA, NA, 76.2, 1015.8, , , 
---
Minute since start, Events per minute
1, 84
2, 88
3, 87
4, 92
5, 69
6, 90
7, 96
8, 81
9, 82
10, 85
11, 94
12, 93
13, 91
14, 91
15, 89
16, 91
17, 89
18, 103
19, 81
20, 81
21, 81
22, 86
23, 66
24, 97
25, 66
26, 81
27, 80
28, 84
29, 75
30, 82
31, 71
32, 88
33, 92
34, 84
35, 83
36, 92
37, 88
38, 92
39, 96
40, 88
41, 93
42, 87
43, 93
44, 70
45, 92
46, 93
47, 90
48, 83
49, 68
50, 97
51, 79
52, 78
53, 92
54, 93
55, 103
56, 103
57, 87
58, 87
59, 87
60, 90
