03/15/21 14:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
15, 14:53, NW32, 16, Light Rain, FEW038SCT055, 11.1, 3.9, , , 61%, NA, NA, 76.15, 1015.2, 0.03, , 
---
Minute since start, Events per minute
1, 97
2, 91
3, 86
4, 95
5, 104
6, 81
7, 79
8, 92
9, 89
10, 91
11, 93
12, 87
13, 78
14, 75
15, 91
16, 91
17, 86
18, 83
19, 83
20, 83
21, 93
22, 85
23, 68
24, 91
25, 90
26, 94
27, 88
28, 81
29, 87
30, 93
31, 82
32, 92
33, 77
34, 88
35, 92
36, 78
37, 111
38, 89
39, 76
40, 87
41, 87
42, 67
43, 93
44, 72
45, 82
46, 87
47, 79
48, 85
49, 76
50, 70
51, 89
52, 88
53, 99
54, 79
55, 89
56, 81
57, 94
58, 83
59, 80
60, 77
